age,workclass,education.num,marital.status,occupation,relationship,sex,capital.gain,capital.loss,hours.per.week,income
51.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
37.0,self-emp-inc,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,50.0,>50K
43.0,private,9.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
44.0,self-emp-inc,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
25.0,state-gov,13.0,never-married,other-service,not-in-family,female,2597.0,0.0,50.0,<=50K
26.0,private,10.0,never-married,other-service,not-in-family,female,0.0,0.0,35.0,<=50K
52.0,private,6.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,45.0,<=50K
37.0,private,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,45.0,<=50K
61.0,federal-gov,10.0,married-civ-spouse,adm-clerical,wife,female,0.0,0.0,30.0,<=50K
54.0,self-emp-inc,9.0,divorced,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
19.0,private,9.0,never-married,adm-clerical,own-child,male,0.0,0.0,40.0,<=50K
37.0,private,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
31.0,local-gov,9.0,divorced,protective-serv,not-in-family,male,0.0,0.0,47.0,>50K
38.0,self-emp-not-inc,10.0,never-married,other-service,not-in-family,female,0.0,0.0,20.0,<=50K
37.0,self-emp-not-inc,9.0,married-civ-spouse,sales,husband,male,99999.0,0.0,50.0,>50K
29.0,private,10.0,never-married,sales,unmarried,female,0.0,0.0,40.0,<=50K
29.0,private,10.0,divorced,craft-repair,unmarried,male,0.0,0.0,35.0,>50K
77.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,15.0,<=50K
28.0,private,13.0,never-married,exec-managerial,not-in-family,female,0.0,1564.0,50.0,>50K
52.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,60.0,<=50K
35.0,private,15.0,never-married,prof-specialty,not-in-family,male,0.0,0.0,40.0,>50K
32.0,private,10.0,divorced,exec-managerial,not-in-family,female,0.0,0.0,50.0,>50K
42.0,state-gov,13.0,never-married,adm-clerical,other-relative,female,0.0,0.0,40.0,<=50K
51.0,local-gov,12.0,married-civ-spouse,adm-clerical,wife,female,0.0,1628.0,30.0,<=50K
23.0,state-gov,13.0,unknown,tech-support,not-in-family,male,0.0,0.0,22.0,<=50K
19.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
20.0,state-gov,10.0,never-married,prof-specialty,own-child,female,0.0,0.0,20.0,<=50K
20.0,private,10.0,never-married,adm-clerical,own-child,male,0.0,0.0,30.0,<=50K
24.0,private,9.0,never-married,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
38.0,private,9.0,married-spouse-absent,craft-repair,unmarried,female,0.0,0.0,40.0,<=50K
45.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,1902.0,40.0,>50K
59.0,private,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,4.0,<=50K
28.0,self-emp-inc,13.0,never-married,sales,not-in-family,male,0.0,0.0,50.0,<=50K
25.0,private,13.0,never-married,craft-repair,own-child,male,0.0,1590.0,35.0,<=50K
32.0,private,5.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,40.0,<=50K
30.0,private,7.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
33.0,local-gov,10.0,never-married,adm-clerical,unmarried,female,0.0,0.0,18.0,<=50K
20.0,private,10.0,never-married,other-service,own-child,male,0.0,0.0,40.0,<=50K
53.0,self-emp-not-inc,2.0,married-civ-spouse,unknown,husband,male,7688.0,0.0,67.0,>50K
31.0,private,4.0,never-married,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
37.0,self-emp-not-inc,7.0,never-married,farming-fishing,own-child,male,0.0,0.0,37.0,<=50K
29.0,private,6.0,married-civ-spouse,craft-repair,husband,male,5013.0,0.0,40.0,<=50K
24.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,1579.0,50.0,<=50K
33.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,<=50K
52.0,self-emp-inc,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,<=50K
48.0,unknown,9.0,widowed,unknown,unmarried,female,0.0,0.0,25.0,<=50K
17.0,private,7.0,never-married,handlers-cleaners,own-child,male,0.0,1719.0,18.0,<=50K
68.0,private,9.0,widowed,adm-clerical,not-in-family,female,0.0,2206.0,30.0,<=50K
35.0,unknown,10.0,married-civ-spouse,unknown,own-child,female,0.0,0.0,40.0,<=50K
37.0,private,11.0,married-civ-spouse,tech-support,wife,female,0.0,0.0,24.0,>50K
49.0,self-emp-not-inc,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
32.0,unknown,13.0,never-married,adm-clerical,not-in-family,male,0.0,0.0,40.0,<=50K
36.0,private,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,55.0,>50K
36.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,45.0,<=50K
46.0,private,16.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,60.0,>50K
68.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
28.0,private,11.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,>50K
35.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,45.0,>50K
44.0,local-gov,11.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,>50K
51.0,self-emp-inc,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
38.0,self-emp-not-inc,9.0,divorced,farming-fishing,own-child,male,0.0,0.0,50.0,<=50K
26.0,local-gov,14.0,never-married,prof-specialty,not-in-family,female,0.0,0.0,40.0,<=50K
33.0,self-emp-not-inc,9.0,married-civ-spouse,other-service,husband,male,0.0,0.0,40.0,<=50K
41.0,private,9.0,never-married,other-service,own-child,male,0.0,0.0,40.0,<=50K
39.0,private,10.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
34.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
48.0,private,9.0,married-civ-spouse,sales,husband,male,2885.0,0.0,15.0,<=50K
40.0,private,6.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,>50K
51.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,55.0,>50K
45.0,private,13.0,divorced,prof-specialty,not-in-family,male,0.0,0.0,50.0,>50K
43.0,private,14.0,never-married,tech-support,not-in-family,female,0.0,0.0,40.0,<=50K
60.0,self-emp-not-inc,9.0,divorced,craft-repair,not-in-family,male,0.0,0.0,50.0,>50K
30.0,private,13.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,>50K
49.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
73.0,self-emp-not-inc,8.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,18.0,<=50K
39.0,private,13.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
31.0,private,11.0,married-civ-spouse,craft-repair,husband,male,0.0,1740.0,40.0,<=50K
50.0,local-gov,13.0,separated,prof-specialty,not-in-family,male,0.0,0.0,40.0,>50K
23.0,private,9.0,unknown,craft-repair,other-relative,male,0.0,0.0,40.0,<=50K
37.0,private,9.0,never-married,craft-repair,unmarried,male,0.0,0.0,40.0,<=50K
32.0,private,11.0,never-married,tech-support,not-in-family,female,0.0,0.0,64.0,<=50K
39.0,self-emp-inc,12.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,>50K
40.0,unknown,10.0,divorced,unknown,not-in-family,female,0.0,0.0,30.0,<=50K
22.0,private,10.0,never-married,adm-clerical,own-child,male,0.0,0.0,25.0,<=50K
36.0,private,5.0,separated,other-service,unmarried,female,0.0,0.0,40.0,<=50K
40.0,private,10.0,separated,exec-managerial,unmarried,female,0.0,0.0,60.0,<=50K
20.0,private,7.0,married-civ-spouse,other-service,husband,male,0.0,0.0,40.0,<=50K
31.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
38.0,self-emp-not-inc,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,35.0,<=50K
40.0,self-emp-not-inc,10.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,60.0,<=50K
47.0,private,9.0,separated,exec-managerial,unmarried,female,0.0,0.0,37.0,<=50K
34.0,private,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,55.0,>50K
26.0,private,9.0,never-married,handlers-cleaners,not-in-family,male,0.0,0.0,45.0,<=50K
41.0,private,9.0,never-married,sales,not-in-family,male,0.0,0.0,50.0,<=50K
42.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,7298.0,0.0,52.0,>50K
88.0,private,10.0,divorced,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
34.0,private,10.0,divorced,adm-clerical,unmarried,female,0.0,0.0,30.0,<=50K
46.0,state-gov,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,38.0,<=50K
45.0,federal-gov,12.0,divorced,adm-clerical,unmarried,male,0.0,2080.0,40.0,<=50K
34.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
50.0,private,9.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
31.0,federal-gov,9.0,separated,handlers-cleaners,unmarried,female,0.0,0.0,40.0,<=50K
29.0,private,14.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,<=50K
68.0,self-emp-inc,10.0,married-civ-spouse,exec-managerial,husband,male,10605.0,0.0,20.0,>50K
51.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,45.0,>50K
46.0,private,6.0,divorced,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
49.0,private,10.0,divorced,prof-specialty,not-in-family,male,0.0,0.0,45.0,>50K
61.0,self-emp-not-inc,7.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,20.0,<=50K
39.0,self-emp-inc,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,60.0,>50K
42.0,state-gov,10.0,divorced,adm-clerical,own-child,male,0.0,0.0,40.0,<=50K
28.0,self-emp-not-inc,9.0,divorced,farming-fishing,not-in-family,male,0.0,0.0,40.0,<=50K
42.0,private,9.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
34.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,55.0,>50K
57.0,self-emp-not-inc,16.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,35.0,<=50K
22.0,private,9.0,never-married,sales,unmarried,male,0.0,0.0,20.0,<=50K
23.0,private,13.0,never-married,sales,own-child,male,0.0,0.0,55.0,<=50K
38.0,state-gov,9.0,married-civ-spouse,adm-clerical,husband,male,3464.0,0.0,40.0,<=50K
28.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,1887.0,40.0,>50K
41.0,local-gov,12.0,separated,craft-repair,not-in-family,male,0.0,0.0,50.0,<=50K
49.0,self-emp-inc,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,>50K
47.0,self-emp-inc,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
49.0,self-emp-not-inc,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,60.0,>50K
24.0,private,9.0,never-married,craft-repair,own-child,male,0.0,0.0,40.0,<=50K
29.0,private,5.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,<=50K
34.0,private,10.0,never-married,adm-clerical,not-in-family,male,0.0,0.0,40.0,<=50K
34.0,private,13.0,never-married,exec-managerial,own-child,female,0.0,0.0,40.0,<=50K
56.0,private,10.0,divorced,exec-managerial,not-in-family,female,0.0,1980.0,40.0,<=50K
25.0,private,11.0,never-married,adm-clerical,not-in-family,male,0.0,0.0,40.0,<=50K
36.0,private,10.0,divorced,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
20.0,private,10.0,never-married,handlers-cleaners,own-child,female,0.0,0.0,20.0,<=50K
63.0,private,1.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,30.0,<=50K
45.0,local-gov,10.0,divorced,adm-clerical,unmarried,female,0.0,0.0,38.0,<=50K
21.0,unknown,10.0,never-married,unknown,own-child,female,0.0,0.0,40.0,<=50K
45.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,38.0,>50K
59.0,private,2.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,<=50K
21.0,private,10.0,never-married,sales,not-in-family,female,0.0,0.0,15.0,<=50K
41.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
45.0,private,9.0,divorced,other-service,unmarried,female,0.0,0.0,40.0,<=50K
46.0,private,11.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,60.0,<=50K
22.0,self-emp-not-inc,10.0,never-married,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
42.0,private,11.0,divorced,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
55.0,private,10.0,married-civ-spouse,craft-repair,husband,male,5013.0,0.0,52.0,<=50K
31.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
29.0,private,9.0,married-spouse-absent,unknown,not-in-family,male,0.0,0.0,40.0,<=50K
47.0,state-gov,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,>50K
51.0,private,9.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,>50K
19.0,private,9.0,never-married,adm-clerical,own-child,female,0.0,0.0,15.0,<=50K
39.0,state-gov,12.0,divorced,prof-specialty,not-in-family,female,0.0,0.0,40.0,<=50K
21.0,private,9.0,never-married,farming-fishing,not-in-family,male,0.0,0.0,40.0,<=50K
30.0,private,11.0,married-spouse-absent,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
36.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,<=50K
43.0,local-gov,10.0,married-civ-spouse,protective-serv,husband,male,0.0,1887.0,40.0,>50K
38.0,federal-gov,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
59.0,state-gov,13.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
23.0,private,13.0,never-married,sales,own-child,female,0.0,0.0,30.0,<=50K
20.0,private,9.0,never-married,other-service,own-child,male,0.0,0.0,52.0,<=50K
61.0,private,9.0,married-civ-spouse,other-service,wife,female,0.0,0.0,4.0,<=50K
53.0,private,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,<=50K
36.0,local-gov,11.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,53.0,>50K
21.0,private,9.0,never-married,sales,own-child,female,0.0,0.0,30.0,<=50K
22.0,private,7.0,never-married,craft-repair,own-child,male,0.0,0.0,35.0,<=50K
30.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
63.0,private,9.0,divorced,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
43.0,private,6.0,never-married,machine-op-inspct,not-in-family,male,0.0,0.0,40.0,<=50K
27.0,local-gov,13.0,never-married,prof-specialty,own-child,female,0.0,0.0,40.0,<=50K
45.0,local-gov,13.0,divorced,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
18.0,private,10.0,never-married,adm-clerical,own-child,female,0.0,0.0,15.0,<=50K
20.0,private,11.0,never-married,sales,not-in-family,female,0.0,0.0,35.0,<=50K
36.0,private,9.0,never-married,handlers-cleaners,own-child,male,0.0,0.0,40.0,<=50K
26.0,private,9.0,never-married,handlers-cleaners,own-child,male,0.0,0.0,48.0,<=50K
40.0,self-emp-not-inc,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,50.0,>50K
27.0,private,14.0,never-married,tech-support,not-in-family,male,0.0,0.0,40.0,<=50K
70.0,private,4.0,widowed,other-service,unmarried,female,0.0,0.0,38.0,<=50K
18.0,never-worked,6.0,never-married,unknown,own-child,male,0.0,0.0,40.0,<=50K
37.0,private,9.0,divorced,other-service,not-in-family,female,0.0,0.0,30.0,<=50K
25.0,private,13.0,never-married,tech-support,not-in-family,male,0.0,0.0,60.0,>50K
23.0,private,13.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
28.0,self-emp-not-inc,13.0,never-married,protective-serv,own-child,male,0.0,0.0,40.0,<=50K
51.0,private,9.0,never-married,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
40.0,private,10.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,<=50K
27.0,private,9.0,married-civ-spouse,exec-managerial,wife,female,0.0,0.0,40.0,<=50K
33.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,60.0,<=50K
35.0,private,13.0,married-civ-spouse,other-service,wife,female,0.0,0.0,24.0,<=50K
32.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,1902.0,60.0,>50K
57.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,<=50K
24.0,private,13.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
62.0,private,9.0,widowed,sales,not-in-family,female,0.0,0.0,32.0,<=50K
19.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
36.0,state-gov,11.0,married-civ-spouse,tech-support,husband,male,0.0,0.0,37.0,<=50K
38.0,private,10.0,divorced,machine-op-inspct,not-in-family,female,0.0,0.0,28.0,<=50K
29.0,private,10.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,<=50K
65.0,unknown,10.0,married-civ-spouse,unknown,husband,male,0.0,0.0,30.0,>50K
19.0,private,8.0,never-married,machine-op-inspct,own-child,male,0.0,0.0,40.0,<=50K
55.0,private,10.0,never-married,adm-clerical,own-child,female,0.0,0.0,36.0,<=50K
45.0,self-emp-inc,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,>50K
55.0,private,9.0,married-civ-spouse,transport-moving,husband,male,5178.0,0.0,72.0,>50K
66.0,private,14.0,married-civ-spouse,sales,unknown,male,0.0,0.0,50.0,<=50K
31.0,private,9.0,divorced,exec-managerial,unmarried,female,0.0,0.0,40.0,<=50K
35.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,60.0,<=50K
32.0,local-gov,14.0,never-married,prof-specialty,not-in-family,male,0.0,0.0,50.0,<=50K
43.0,private,10.0,married-civ-spouse,sales,husband,male,7298.0,0.0,40.0,>50K
30.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
22.0,unknown,10.0,never-married,unknown,own-child,male,0.0,0.0,36.0,<=50K
22.0,private,12.0,never-married,other-service,unmarried,female,0.0,0.0,35.0,<=50K
35.0,private,9.0,never-married,other-service,own-child,male,0.0,0.0,40.0,<=50K
34.0,private,13.0,never-married,prof-specialty,not-in-family,female,0.0,0.0,45.0,<=50K
56.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,35.0,<=50K
39.0,private,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,55.0,<=50K
37.0,local-gov,13.0,married-civ-spouse,protective-serv,husband,male,5178.0,0.0,40.0,>50K
35.0,private,11.0,divorced,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
39.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
20.0,private,10.0,never-married,sales,own-child,female,0.0,0.0,14.0,<=50K
51.0,private,9.0,married-civ-spouse,sales,husband,male,7688.0,0.0,40.0,>50K
47.0,private,7.0,divorced,other-service,not-in-family,female,0.0,0.0,38.0,<=50K
32.0,private,11.0,never-married,craft-repair,not-in-family,male,0.0,0.0,44.0,<=50K
56.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,45.0,<=50K
24.0,private,13.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
53.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,45.0,>50K
38.0,private,11.0,divorced,adm-clerical,unmarried,unknown,0.0,0.0,40.0,<=50K
35.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,38.0,<=50K
51.0,self-emp-inc,15.0,divorced,prof-specialty,not-in-family,male,27828.0,0.0,60.0,>50K
39.0,private,9.0,married-civ-spouse,adm-clerical,wife,female,0.0,0.0,25.0,<=50K
64.0,self-emp-not-inc,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,5.0,<=50K
18.0,unknown,9.0,unknown,unknown,other-relative,female,0.0,0.0,12.0,<=50K
60.0,private,9.0,married-spouse-absent,other-service,unmarried,female,0.0,0.0,20.0,<=50K
44.0,private,12.0,divorced,prof-specialty,not-in-family,female,0.0,0.0,40.0,>50K
28.0,private,15.0,never-married,prof-specialty,not-in-family,female,0.0,0.0,85.0,<=50K
42.0,local-gov,10.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,>50K
54.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
53.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
17.0,private,6.0,never-married,other-service,other-relative,male,0.0,0.0,15.0,<=50K
49.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,>50K
47.0,federal-gov,13.0,married-spouse-absent,exec-managerial,not-in-family,male,0.0,0.0,60.0,>50K
54.0,state-gov,11.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,<=50K
21.0,private,10.0,never-married,prof-specialty,own-child,female,0.0,0.0,25.0,<=50K
19.0,private,10.0,never-married,sales,own-child,female,0.0,0.0,20.0,<=50K
70.0,private,10.0,widowed,sales,not-in-family,female,0.0,0.0,34.0,<=50K
39.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
45.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,60.0,>50K
29.0,federal-gov,10.0,never-married,armed-forces,not-in-family,male,0.0,0.0,60.0,<=50K
36.0,private,9.0,never-married,craft-repair,not-in-family,male,0.0,0.0,65.0,<=50K
33.0,private,14.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,45.0,>50K
46.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,50.0,>50K
63.0,private,9.0,married-civ-spouse,craft-repair,husband,male,99999.0,0.0,40.0,>50K
42.0,private,9.0,divorced,machine-op-inspct,not-in-family,male,0.0,0.0,55.0,<=50K
21.0,private,10.0,never-married,other-service,not-in-family,female,0.0,0.0,20.0,<=50K
38.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,<=50K
32.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,<=50K
24.0,private,2.0,married-civ-spouse,other-service,own-child,female,0.0,0.0,5.0,<=50K
63.0,self-emp-not-inc,9.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,35.0,<=50K
43.0,local-gov,14.0,married-civ-spouse,prof-specialty,wife,female,0.0,0.0,40.0,>50K
35.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,70.0,<=50K
37.0,private,3.0,separated,other-service,unmarried,female,0.0,0.0,40.0,<=50K
62.0,private,4.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,91.0,<=50K
63.0,private,9.0,widowed,other-service,unmarried,female,0.0,0.0,24.0,<=50K
50.0,private,12.0,married-civ-spouse,handlers-cleaners,husband,male,15024.0,0.0,45.0,>50K
26.0,private,9.0,never-married,transport-moving,own-child,male,0.0,0.0,40.0,<=50K
41.0,private,8.0,divorced,machine-op-inspct,not-in-family,female,0.0,0.0,40.0,<=50K
22.0,private,12.0,never-married,exec-managerial,not-in-family,male,0.0,0.0,55.0,<=50K
31.0,private,9.0,never-married,sales,own-child,female,0.0,0.0,40.0,<=50K
49.0,private,9.0,married-civ-spouse,machine-op-inspct,wife,female,0.0,0.0,40.0,<=50K
19.0,private,10.0,never-married,other-service,own-child,male,0.0,0.0,20.0,<=50K
24.0,private,9.0,never-married,sales,own-child,male,0.0,0.0,45.0,<=50K
78.0,self-emp-not-inc,4.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,25.0,<=50K
44.0,private,13.0,never-married,tech-support,not-in-family,male,0.0,0.0,35.0,<=50K
33.0,private,12.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
23.0,private,13.0,never-married,sales,own-child,male,0.0,0.0,32.0,<=50K
53.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,7298.0,0.0,40.0,>50K
42.0,local-gov,14.0,married-civ-spouse,exec-managerial,husband,male,0.0,1977.0,40.0,>50K
44.0,self-emp-not-inc,9.0,married-civ-spouse,craft-repair,husband,male,7298.0,0.0,50.0,>50K
18.0,private,7.0,never-married,sales,own-child,male,0.0,0.0,15.0,<=50K
47.0,private,10.0,married-civ-spouse,machine-op-inspct,husband,male,3103.0,0.0,40.0,>50K
33.0,private,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,45.0,<=50K
32.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
25.0,private,10.0,never-married,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
24.0,private,9.0,never-married,craft-repair,own-child,male,0.0,0.0,40.0,<=50K
42.0,local-gov,13.0,never-married,adm-clerical,not-in-family,female,99999.0,0.0,40.0,>50K
52.0,private,11.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,<=50K
19.0,private,10.0,never-married,adm-clerical,own-child,male,0.0,0.0,40.0,<=50K
23.0,private,13.0,never-married,prof-specialty,own-child,female,0.0,0.0,40.0,<=50K
60.0,private,10.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,16.0,>50K
52.0,state-gov,9.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
31.0,private,12.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,<=50K
28.0,local-gov,13.0,never-married,adm-clerical,unknown,female,4101.0,0.0,60.0,<=50K
49.0,private,9.0,widowed,tech-support,unmarried,male,0.0,0.0,40.0,<=50K
20.0,private,9.0,never-married,other-service,unmarried,female,0.0,0.0,25.0,<=50K
48.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
41.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,49.0,>50K
33.0,local-gov,14.0,married-civ-spouse,prof-specialty,wife,female,0.0,0.0,40.0,<=50K
41.0,private,4.0,divorced,craft-repair,not-in-family,male,0.0,1590.0,40.0,<=50K
48.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,55.0,<=50K
33.0,private,13.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,60.0,>50K
40.0,local-gov,10.0,divorced,transport-moving,unmarried,male,6849.0,0.0,40.0,<=50K
43.0,local-gov,14.0,never-married,tech-support,not-in-family,female,8614.0,0.0,47.0,>50K
23.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,>50K
34.0,self-emp-not-inc,6.0,never-married,other-service,own-child,female,0.0,0.0,40.0,<=50K
39.0,local-gov,14.0,divorced,prof-specialty,not-in-family,female,0.0,0.0,40.0,<=50K
